"","gender","province","education","age","vote","age_factor","vote_liberal","vote_conservative","vote_ndp"
"18460","Male","Quebec","Highschool",35,"Conservative Party","21-40",0,1,0
"18461","Male","Ontario","Highschool",42,"Conservative Party","41-60",0,1,0
"18462","Female","Newfoundland and Labrador","Highschool",29,"Other Party","21-40",0,0,0
"18463","Female","Alberta","Bachelor's Degree",21,"Liberal Party","21-40",1,0,0
"18464","Female","Ontario","Highschool",18,"NDP","0-20",0,0,1
"18465","Male","Ontario","Bachelor's Degree",41,"NDP","41-60",0,0,1
"18466","Male","Alberta","Highschool",41,"Conservative Party","41-60",0,1,0
"18467","Female","Alberta","Bachelor's Degree",33,"Conservative Party","21-40",0,1,0
"18468","Male","Alberta","Bachelor's Degree",36,"Liberal Party","21-40",1,0,0
"18469","Female","Saskatchewan","College",69,"NDP","61-80",0,0,1
"18470","Female","Ontario","Bachelor's Degree",22,"Liberal Party","21-40",1,0,0
"18471","Female","Ontario","College",33,"Conservative Party","21-40",0,1,0
"18472","Female","British Columbia","Bachelor's Degree",56,"Other Party","41-60",0,0,0
"18473","Male","Ontario","Above Bachelor's",29,"Conservative Party","21-40",0,1,0
"18474","Male","Quebec","Above Bachelor's",26,"Conservative Party","21-40",0,1,0
"18475","Male","Saskatchewan","Highschool",46,"Conservative Party","41-60",0,1,0
"18476","Female","Quebec","Bachelor's Degree",50,"Other Party","41-60",0,0,0
"18477","Female","Ontario","Bachelor's Degree",27,"NDP","21-40",0,0,1
"18478","Female","Quebec","Less than highschool",69,"Other Party","61-80",0,0,0
"18479","Male","Ontario","College",39,"NDP","21-40",0,0,1
"18480","Male","British Columbia","Highschool",72,"Green Party","61-80",0,0,0
"18481","Male","Quebec","Bachelor's Degree",71,"Bloc Quebecois","61-80",0,0,0
"18482","Male","Ontario","Above Bachelor's",48,"Conservative Party","41-60",0,1,0
"18483","Female","Manitoba","College",55,"NDP","41-60",0,0,1
"18484","Male","Quebec","Less than highschool",20,"NDP","0-20",0,0,1
"18485","Female","Ontario","College",44,"Conservative Party","41-60",0,1,0
"18486","Male","Quebec","College",48,"Liberal Party","41-60",1,0,0
"18487","Male","Saskatchewan","Less than highschool",63,"NDP","61-80",0,0,1
"18488","Female","Ontario","Bachelor's Degree",30,"Conservative Party","21-40",0,1,0
"18489","Female","Ontario","Bachelor's Degree",49,"Liberal Party","41-60",1,0,0
"18490","Female","Alberta","Above Bachelor's",64,"Conservative Party","61-80",0,1,0
"18491","Female","Ontario","College",35,"Liberal Party","21-40",1,0,0
"18492","Female","British Columbia","Bachelor's Degree",66,"Liberal Party","61-80",1,0,0
"18493","Female","British Columbia","Bachelor's Degree",39,"Green Party","21-40",0,0,0
"18494","Male","British Columbia","College",27,"Liberal Party","21-40",1,0,0
"18495","Female","Alberta","Bachelor's Degree",68,"NDP","61-80",0,0,1
"18496","Female","British Columbia","Bachelor's Degree",73,"Liberal Party","61-80",1,0,0
"18497","Female","Quebec","Above Bachelor's",85,"Bloc Quebecois","81+",0,0,0
"18498","Male","Manitoba","Highschool",80,"Conservative Party","61-80",0,1,0
"18499","Female","Manitoba","Bachelor's Degree",45,"Liberal Party","41-60",1,0,0
"18500","Female","British Columbia","Above Bachelor's",46,"NDP","41-60",0,0,1
"18501","Female","British Columbia","Above Bachelor's",45,"Other Party","41-60",0,0,0
"18502","Male","British Columbia","College",48,"Liberal Party","41-60",1,0,0
"18503","Female","British Columbia","Highschool",55,"Liberal Party","41-60",1,0,0
"18504","Female","British Columbia","Bachelor's Degree",65,"Liberal Party","61-80",1,0,0
"18505","Female","Ontario","Highschool",67,"Other Party","61-80",0,0,0
"18506","Female","Alberta","Highschool",19,"Liberal Party","0-20",1,0,0
"18507","Female","Alberta","Bachelor's Degree",67,"Conservative Party","61-80",0,1,0
"18508","Male","Ontario","College",66,"Conservative Party","61-80",0,1,0
"18509","Male","Quebec","College",52,"Bloc Quebecois","41-60",0,0,0
"18510","Female","Ontario","Highschool",25,"Other Party","21-40",0,0,0
"18511","Female","British Columbia","Highschool",23,"Liberal Party","21-40",1,0,0
"18512","Female","British Columbia","Bachelor's Degree",38,"Conservative Party","21-40",0,1,0
"18513","Male","Ontario","Above Bachelor's",62,"Liberal Party","61-80",1,0,0
"18514","Female","Quebec","Highschool",32,"Other Party","21-40",0,0,0
"18515","Male","Ontario","Highschool",32,"Liberal Party","21-40",1,0,0
"18516","Male","Ontario","Bachelor's Degree",25,"NDP","21-40",0,0,1
"18517","Female","Ontario","Bachelor's Degree",33,"Other Party","21-40",0,0,0
"18518","Female","New Brunswick","Highschool",58,"NDP","41-60",0,0,1
"18519","Female","Quebec","Bachelor's Degree",45,"Conservative Party","41-60",0,1,0
"18520","Female","Quebec","Highschool",69,"Conservative Party","61-80",0,1,0
"18521","Male","British Columbia","Highschool",61,"Liberal Party","61-80",1,0,0
"18522","Male","Saskatchewan","College",57,"Conservative Party","41-60",0,1,0
"18523","Female","Ontario","Bachelor's Degree",56,"Liberal Party","41-60",1,0,0
"18524","Female","Manitoba","Bachelor's Degree",26,"Liberal Party","21-40",1,0,0
"18525","Female","Quebec","College",68,"Liberal Party","61-80",1,0,0
"18526","Male","Quebec","Bachelor's Degree",43,"Bloc Quebecois","41-60",0,0,0
"18527","Female","Ontario","Bachelor's Degree",68,"Liberal Party","61-80",1,0,0
"18528","Female","Saskatchewan","College",50,"Conservative Party","41-60",0,1,0
"18529","Female","Ontario","Highschool",38,"Conservative Party","21-40",0,1,0
"18530","Male","Ontario","College",54,"Conservative Party","41-60",0,1,0
"18531","Male","Manitoba","College",42,"Other Party","41-60",0,0,0
"18532","Male","Saskatchewan","Bachelor's Degree",75,"Liberal Party","61-80",1,0,0
"18533","Male","New Brunswick","Bachelor's Degree",77,"Liberal Party","61-80",1,0,0
"18534","Male","Ontario","College",36,"Liberal Party","21-40",1,0,0
"18535","Male","Ontario","Highschool",32,"Liberal Party","21-40",1,0,0
"18536","Female","Ontario","Bachelor's Degree",60,"Green Party","41-60",0,0,0
"18537","Female","Quebec","Bachelor's Degree",51,"Other Party","41-60",0,0,0
"18538","Male","Manitoba","Above Bachelor's",49,"Other Party","41-60",0,0,0
"18539","Male","Ontario","Bachelor's Degree",39,"NDP","21-40",0,0,1
"18540","Female","Prince Edward Island","College",69,"Liberal Party","61-80",1,0,0
"18541","Female","Ontario","College",74,"Other Party","61-80",0,0,0
"18542","Female","Newfoundland and Labrador","College",59,"Other Party","41-60",0,0,0
"18543","Female","Ontario","Highschool",62,"Conservative Party","61-80",0,1,0
"18544","Female","Ontario","Highschool",51,"Other Party","41-60",0,0,0
"18545","Female","Ontario","Bachelor's Degree",30,"Conservative Party","21-40",0,1,0
"18546","Female","Ontario","Above Bachelor's",66,"Conservative Party","61-80",0,1,0
"18547","Male","Ontario","College",68,"Green Party","61-80",0,0,0
"18548","Female","Quebec","Highschool",69,"Other Party","61-80",0,0,0
"18549","Female","Ontario","College",32,"Conservative Party","21-40",0,1,0
"18550","Female","Ontario","Highschool",44,"Liberal Party","41-60",1,0,0
"18551","Female","Quebec","College",63,"Bloc Quebecois","61-80",0,0,0
"18552","Male","Ontario","Highschool",49,"Conservative Party","41-60",0,1,0
"18553","Female","Ontario","College",24,"Green Party","21-40",0,0,0
"18554","Male","Ontario","Highschool",68,"NDP","61-80",0,0,1
"18555","Female","Ontario","College",39,"Other Party","21-40",0,0,0
"18556","Female","Quebec","Bachelor's Degree",33,"Green Party","21-40",0,0,0
"18557","Female","Ontario","Highschool",52,"Green Party","41-60",0,0,0
"18558","Female","Ontario","Less than highschool",23,"NDP","21-40",0,0,1
"18559","Male","Alberta","Highschool",65,"Conservative Party","61-80",0,1,0
"18560","Male","Quebec","Bachelor's Degree",51,"Liberal Party","41-60",1,0,0
"18561","Male","Manitoba","Bachelor's Degree",63,"Conservative Party","61-80",0,1,0
"18562","Male","Ontario","Above Bachelor's",39,"NDP","21-40",0,0,1
"18563","Female","Ontario","Above Bachelor's",52,"Conservative Party","41-60",0,1,0
"18564","Female","Ontario","College",31,"Other Party","21-40",0,0,0
"18565","Female","Ontario","Bachelor's Degree",43,"Other Party","41-60",0,0,0
"18566","Male","Quebec","Highschool",69,"Other Party","61-80",0,0,0
"18567","Male","British Columbia","Above Bachelor's",46,"Liberal Party","41-60",1,0,0
"18568","Female","Ontario","Highschool",36,"Other Party","21-40",0,0,0
"18569","Male","Ontario","Above Bachelor's",85,"Conservative Party","81+",0,1,0
"18570","Male","Ontario","College",39,"Other Party","21-40",0,0,0
"18571","Female","Saskatchewan","Bachelor's Degree",60,"Other Party","41-60",0,0,0
"18572","Male","Quebec","Less than highschool",74,"Liberal Party","61-80",1,0,0
"18573","Male","Ontario","College",65,"Conservative Party","61-80",0,1,0
"18574","Female","Alberta","Above Bachelor's",39,"Liberal Party","21-40",1,0,0
"18575","Male","Ontario","Highschool",29,"Liberal Party","21-40",1,0,0
"18576","Male","Manitoba","Bachelor's Degree",37,"Green Party","21-40",0,0,0
"18577","Female","Ontario","Bachelor's Degree",70,"Conservative Party","61-80",0,1,0
"18578","Female","Ontario","Bachelor's Degree",29,"Green Party","21-40",0,0,0
"18579","Male","Quebec","Bachelor's Degree",62,"Conservative Party","61-80",0,1,0
"18580","Male","Quebec","College",67,"Other Party","61-80",0,0,0
"18581","Male","British Columbia","Above Bachelor's",74,"Conservative Party","61-80",0,1,0
"18582","Male","British Columbia","College",57,"NDP","41-60",0,0,1
"18583","Female","Ontario","Bachelor's Degree",28,"NDP","21-40",0,0,1
"18584","Female","Ontario","Less than highschool",45,"Other Party","41-60",0,0,0
"18585","Male","Ontario","Bachelor's Degree",68,"Liberal Party","61-80",1,0,0
"18586","Female","Ontario","Highschool",45,"Other Party","41-60",0,0,0
"18587","Male","Quebec","Above Bachelor's",71,"Liberal Party","61-80",1,0,0
"18588","Male","Manitoba","Bachelor's Degree",45,"Liberal Party","41-60",1,0,0
"18589","Female","Ontario","Highschool",64,"Other Party","61-80",0,0,0
"18590","Male","Ontario","Bachelor's Degree",89,"Liberal Party","81+",1,0,0
"18591","Male","Ontario","College",69,"Conservative Party","61-80",0,1,0
"18592","Male","Quebec","Highschool",39,"Liberal Party","21-40",1,0,0
"18593","Male","Ontario","College",56,"Liberal Party","41-60",1,0,0
"18594","Female","Ontario","Above Bachelor's",61,"Liberal Party","61-80",1,0,0
"18595","Female","Ontario","Bachelor's Degree",57,"Liberal Party","41-60",1,0,0
"18596","Female","Quebec","Bachelor's Degree",51,"Liberal Party","41-60",1,0,0
"18597","Female","Quebec","Bachelor's Degree",60,"Conservative Party","41-60",0,1,0
"18598","Male","Quebec","Less than highschool",55,"Conservative Party","41-60",0,1,0
"18599","Female","Ontario","Above Bachelor's",43,"Green Party","41-60",0,0,0
"18600","Male","Ontario","Bachelor's Degree",79,"Conservative Party","61-80",0,1,0
"18601","Female","Quebec","Above Bachelor's",63,"Liberal Party","61-80",1,0,0
"18602","Female","Ontario","Bachelor's Degree",43,"Conservative Party","41-60",0,1,0
"18603","Female","Ontario","College",33,"Conservative Party","21-40",0,1,0
"18604","Male","Quebec","College",28,"Conservative Party","21-40",0,1,0
"18605","Female","Quebec","Bachelor's Degree",38,"NDP","21-40",0,0,1
"18606","Female","Quebec","Highschool",57,"Other Party","41-60",0,0,0
"18607","Male","Ontario","Bachelor's Degree",32,"Conservative Party","21-40",0,1,0
"18608","Female","Alberta","College",40,"Other Party","21-40",0,0,0
"18609","Female","Ontario","College",32,"NDP","21-40",0,0,1
"18610","Female","Ontario","College",27,"Green Party","21-40",0,0,0
"18611","Male","Manitoba","Highschool",30,"NDP","21-40",0,0,1
"18612","Male","Ontario","College",68,"Conservative Party","61-80",0,1,0
"18613","Female","Ontario","Above Bachelor's",65,"NDP","61-80",0,0,1
"18614","Male","British Columbia","College",43,"Conservative Party","41-60",0,1,0
"18615","Female","Alberta","Bachelor's Degree",35,"Conservative Party","21-40",0,1,0
"18616","Male","Alberta","Bachelor's Degree",40,"Other Party","21-40",0,0,0
"18617","Female","Ontario","Bachelor's Degree",70,"Other Party","61-80",0,0,0
"18618","Male","Ontario","Above Bachelor's",74,"Conservative Party","61-80",0,1,0
"18619","Female","Ontario","Bachelor's Degree",58,"Liberal Party","41-60",1,0,0
"18620","Male","Ontario","Bachelor's Degree",74,"Liberal Party","61-80",1,0,0
"18621","Male","Quebec","Above Bachelor's",41,"Liberal Party","41-60",1,0,0
"18622","Male","Ontario","Above Bachelor's",74,"NDP","61-80",0,0,1
"18623","Female","Ontario","Above Bachelor's",30,"Liberal Party","21-40",1,0,0
"18624","Male","Manitoba","Less than highschool",67,"NDP","61-80",0,0,1
"18625","Female","Saskatchewan","College",52,"NDP","41-60",0,0,1
"18626","Male","Ontario","Above Bachelor's",34,"Liberal Party","21-40",1,0,0
"18627","Female","Ontario","Highschool",74,"Other Party","61-80",0,0,0
"18628","Female","Ontario","Highschool",57,"Other Party","41-60",0,0,0
"18629","Female","Ontario","Highschool",63,"Liberal Party","61-80",1,0,0
"18630","Female","Quebec","Highschool",39,"Other Party","21-40",0,0,0
"18631","Male","Quebec","Above Bachelor's",58,"NDP","41-60",0,0,1
"18632","Female","Quebec","College",54,"Bloc Quebecois","41-60",0,0,0
"18633","Female","Alberta","Bachelor's Degree",23,"NDP","21-40",0,0,1
"18634","Female","Quebec","Less than highschool",61,"Conservative Party","61-80",0,1,0
"18635","Female","Saskatchewan","Less than highschool",51,"Conservative Party","41-60",0,1,0
"18636","Male","Alberta","Highschool",31,"Conservative Party","21-40",0,1,0
"18637","Male","Quebec","Bachelor's Degree",68,"Bloc Quebecois","61-80",0,0,0
"18638","Male","Alberta","Highschool",36,"Conservative Party","21-40",0,1,0
"18639","Female","Ontario","College",22,"Green Party","21-40",0,0,0
"18640","Female","Quebec","Highschool",20,"Conservative Party","0-20",0,1,0
"18641","Male","Saskatchewan","Highschool",55,"Conservative Party","41-60",0,1,0
"18642","Female","Quebec","Highschool",64,"NDP","61-80",0,0,1
"18643","Female","Ontario","Highschool",71,"Liberal Party","61-80",1,0,0
"18644","Male","Saskatchewan","Above Bachelor's",92,"Liberal Party","81+",1,0,0
"18645","Male","Ontario","Above Bachelor's",53,"Liberal Party","41-60",1,0,0
"18646","Female","Ontario","Bachelor's Degree",37,"Liberal Party","21-40",1,0,0
"18647","Female","Alberta","College",47,"Green Party","41-60",0,0,0
"18648","Female","Ontario","Bachelor's Degree",31,"Other Party","21-40",0,0,0
"18649","Female","Quebec","Above Bachelor's",32,"Liberal Party","21-40",1,0,0
"18650","Female","Ontario","Highschool",34,"Other Party","21-40",0,0,0
"18651","Female","Quebec","Highschool",22,"Conservative Party","21-40",0,1,0
"18652","Female","Alberta","Highschool",33,"Conservative Party","21-40",0,1,0
"18653","Female","Saskatchewan","Bachelor's Degree",67,"Other Party","61-80",0,0,0
"18654","Male","Manitoba","Less than highschool",87,"Conservative Party","81+",0,1,0
"18655","Female","Quebec","College",48,"Other Party","41-60",0,0,0
"18656","Male","British Columbia","Bachelor's Degree",73,"Other Party","61-80",0,0,0
"18657","Male","Quebec","Highschool",19,"Conservative Party","0-20",0,1,0
"18658","Female","Quebec","College",53,"Liberal Party","41-60",1,0,0
"18659","Male","Ontario","Less than highschool",18,"Conservative Party","0-20",0,1,0
"18660","Male","Ontario","College",61,"Green Party","61-80",0,0,0
"18661","Female","Alberta","Highschool",73,"Conservative Party","61-80",0,1,0
"18662","Male","Quebec","College",64,"NDP","61-80",0,0,1
"18663","Female","Ontario","Highschool",62,"Conservative Party","61-80",0,1,0
"18664","Male","Alberta","College",59,"Conservative Party","41-60",0,1,0
"18665","Male","Quebec","College",49,"NDP","41-60",0,0,1
"18666","Female","Quebec","Highschool",20,"Bloc Quebecois","0-20",0,0,0
"18667","Female","Ontario","College",69,"Conservative Party","61-80",0,1,0
"18668","Female","Alberta","College",42,"Other Party","41-60",0,0,0
"18669","Male","Ontario","Bachelor's Degree",63,"Liberal Party","61-80",1,0,0
"18670","Female","Ontario","Highschool",32,"Other Party","21-40",0,0,0
"18671","Male","Quebec","Highschool",80,"Liberal Party","61-80",1,0,0
"18672","Male","Ontario","College",66,"Other Party","61-80",0,0,0
"18673","Male","Ontario","Above Bachelor's",38,"Conservative Party","21-40",0,1,0
"18674","Female","Saskatchewan","College",30,"Liberal Party","21-40",1,0,0
"18675","Male","British Columbia","Highschool",67,"Conservative Party","61-80",0,1,0
"18676","Female","Saskatchewan","Highschool",43,"NDP","41-60",0,0,1
"18677","Male","Ontario","College",29,"Conservative Party","21-40",0,1,0
"18678","Male","Ontario","Bachelor's Degree",76,"Conservative Party","61-80",0,1,0
"18679","Male","Ontario","Highschool",63,"Other Party","61-80",0,0,0
"18680","Male","Manitoba","Highschool",60,"Conservative Party","41-60",0,1,0
"18681","Female","Ontario","Highschool",53,"Liberal Party","41-60",1,0,0
"18682","Male","Quebec","Above Bachelor's",36,"Liberal Party","21-40",1,0,0
"18683","Female","British Columbia","Bachelor's Degree",28,"NDP","21-40",0,0,1
"18684","Male","Ontario","Above Bachelor's",39,"Green Party","21-40",0,0,0
"18685","Female","Alberta","Highschool",62,"Conservative Party","61-80",0,1,0
"18686","Male","Quebec","College",59,"Conservative Party","41-60",0,1,0
"18687","Male","Quebec","Bachelor's Degree",52,"Liberal Party","41-60",1,0,0
"18688","Male","Ontario","Highschool",30,"Conservative Party","21-40",0,1,0
"18689","Female","Ontario","Above Bachelor's",55,"Liberal Party","41-60",1,0,0
"18690","Male","Ontario","Bachelor's Degree",27,"Conservative Party","21-40",0,1,0
"18691","Female","Ontario","College",35,"Conservative Party","21-40",0,1,0
"18692","Female","Quebec","Highschool",56,"Bloc Quebecois","41-60",0,0,0
"18693","Male","British Columbia","Bachelor's Degree",62,"Liberal Party","61-80",1,0,0
"18694","Female","Ontario","Highschool",55,"Other Party","41-60",0,0,0
"18695","Male","Quebec","Highschool",50,"Conservative Party","41-60",0,1,0
"18696","Male","British Columbia","College",58,"Liberal Party","41-60",1,0,0
"18697","Female","Quebec","Above Bachelor's",46,"Bloc Quebecois","41-60",0,0,0
"18698","Male","Alberta","College",49,"Liberal Party","41-60",1,0,0
"18699","Female","Alberta","Highschool",29,"NDP","21-40",0,0,1
"18700","Male","Alberta","Bachelor's Degree",55,"Conservative Party","41-60",0,1,0
"18701","Female","Ontario","College",61,"Other Party","61-80",0,0,0
"18702","Male","Quebec","Above Bachelor's",46,"NDP","41-60",0,0,1
"18703","Female","Quebec","College",32,"Other Party","21-40",0,0,0
"18704","Male","Alberta","College",65,"Conservative Party","61-80",0,1,0
"18705","Female","Alberta","Less than highschool",46,"NDP","41-60",0,0,1
"18706","Male","Ontario","Highschool",65,"Liberal Party","61-80",1,0,0
"18707","Female","Ontario","Above Bachelor's",20,"Green Party","0-20",0,0,0
"18708","Female","Ontario","College",39,"Other Party","21-40",0,0,0
"18709","Female","Quebec","Bachelor's Degree",64,"Other Party","61-80",0,0,0
"18710","Female","Saskatchewan","Above Bachelor's",99,"NDP","81+",0,0,1
"18711","Female","Ontario","Above Bachelor's",73,"Liberal Party","61-80",1,0,0
"18712","Male","British Columbia","College",42,"Liberal Party","41-60",1,0,0
"18713","Female","Quebec","College",42,"Other Party","41-60",0,0,0
"18714","Female","Ontario","Highschool",38,"Liberal Party","21-40",1,0,0
"18715","Female","Quebec","College",59,"NDP","41-60",0,0,1
"18716","Male","Manitoba","Less than highschool",21,"Conservative Party","21-40",0,1,0
"18717","Female","Alberta","College",32,"Conservative Party","21-40",0,1,0
"18718","Male","Ontario","Highschool",20,"Other Party","0-20",0,0,0
"18719","Female","Saskatchewan","Bachelor's Degree",40,"NDP","21-40",0,0,1
"18720","Female","Alberta","College",46,"Other Party","41-60",0,0,0
"18721","Female","Ontario","Bachelor's Degree",22,"Liberal Party","21-40",1,0,0
"18722","Female","Ontario","Highschool",42,"NDP","41-60",0,0,1
"18723","Female","Saskatchewan","Bachelor's Degree",59,"Other Party","41-60",0,0,0
"18724","Female","Ontario","Highschool",79,"Conservative Party","61-80",0,1,0
"18725","Female","British Columbia","College",68,"Liberal Party","61-80",1,0,0
"18726","Female","Ontario","Highschool",85,"Liberal Party","81+",1,0,0
"18727","Male","Quebec","Bachelor's Degree",64,"Other Party","61-80",0,0,0
"18728","Female","Alberta","Highschool",47,"Conservative Party","41-60",0,1,0
"18729","Male","Ontario","Bachelor's Degree",62,"Green Party","61-80",0,0,0
"18730","Male","Ontario","College",61,"Conservative Party","61-80",0,1,0
"18731","Male","Quebec","Above Bachelor's",34,"Bloc Quebecois","21-40",0,0,0
"18732","Female","British Columbia","Bachelor's Degree",60,"Other Party","41-60",0,0,0
"18733","Female","Manitoba","Bachelor's Degree",52,"Liberal Party","41-60",1,0,0
"18734","Female","Quebec","Bachelor's Degree",35,"Liberal Party","21-40",1,0,0
"18735","Female","Alberta","Highschool",52,"NDP","41-60",0,0,1
"18736","Female","Ontario","Highschool",73,"Liberal Party","61-80",1,0,0
"18737","Female","Ontario","Above Bachelor's",23,"Conservative Party","21-40",0,1,0
"18738","Female","Quebec","College",68,"NDP","61-80",0,0,1
"18739","Female","Ontario","Bachelor's Degree",24,"Liberal Party","21-40",1,0,0
"18740","Male","Ontario","Bachelor's Degree",33,"Liberal Party","21-40",1,0,0
"18741","Female","Ontario","Bachelor's Degree",38,"Other Party","21-40",0,0,0
"18742","Female","Ontario","Highschool",29,"Other Party","21-40",0,0,0
"18743","Female","Ontario","College",51,"Conservative Party","41-60",0,1,0
"18744","Male","Ontario","College",45,"Conservative Party","41-60",0,1,0
"18745","Female","Alberta","Bachelor's Degree",63,"Green Party","61-80",0,0,0
"18746","Male","Ontario","College",73,"Conservative Party","61-80",0,1,0
"18747","Female","British Columbia","Above Bachelor's",59,"Conservative Party","41-60",0,1,0
"18748","Female","Ontario","Bachelor's Degree",26,"NDP","21-40",0,0,1
"18749","Female","Quebec","Bachelor's Degree",38,"Other Party","21-40",0,0,0
"18750","Male","Alberta","Highschool",30,"Conservative Party","21-40",0,1,0
"18751","Female","Ontario","Bachelor's Degree",60,"Green Party","41-60",0,0,0
"18752","Female","Ontario","Bachelor's Degree",27,"Green Party","21-40",0,0,0
"18753","Male","British Columbia","Bachelor's Degree",73,"Conservative Party","61-80",0,1,0
"18754","Male","Ontario","Bachelor's Degree",58,"NDP","41-60",0,0,1
"18755","Male","Quebec","College",65,"Bloc Quebecois","61-80",0,0,0
"18756","Male","Ontario","Highschool",64,"Conservative Party","61-80",0,1,0
"18757","Male","British Columbia","Highschool",52,"Conservative Party","41-60",0,1,0
"18758","Female","Quebec","Bachelor's Degree",37,"Green Party","21-40",0,0,0
"18759","Male","Alberta","Bachelor's Degree",56,"Conservative Party","41-60",0,1,0
"18760","Female","Alberta","College",73,"Liberal Party","61-80",1,0,0
"18761","Male","Ontario","Above Bachelor's",67,"Liberal Party","61-80",1,0,0
"18762","Female","British Columbia","Highschool",19,"Liberal Party","0-20",1,0,0
"18763","Female","British Columbia","Highschool",72,"NDP","61-80",0,0,1
"18764","Male","Ontario","Bachelor's Degree",68,"Conservative Party","61-80",0,1,0
"18765","Female","Ontario","Bachelor's Degree",70,"Conservative Party","61-80",0,1,0
"18766","Female","Ontario","College",61,"Liberal Party","61-80",1,0,0
"18767","Male","Ontario","Highschool",26,"Conservative Party","21-40",0,1,0
"18768","Female","Quebec","Bachelor's Degree",27,"Green Party","21-40",0,0,0
"18769","Male","Ontario","Highschool",44,"Other Party","41-60",0,0,0
"18770","Female","Ontario","Above Bachelor's",25,"Liberal Party","21-40",1,0,0
"18771","Male","British Columbia","College",37,"Conservative Party","21-40",0,1,0
"18772","Female","Saskatchewan","Highschool",49,"Conservative Party","41-60",0,1,0
"18773","Female","British Columbia","Highschool",48,"Other Party","41-60",0,0,0
"18774","Male","Quebec","Highschool",50,"Conservative Party","41-60",0,1,0
"18775","Female","Ontario","Bachelor's Degree",33,"NDP","21-40",0,0,1
"18776","Male","Quebec","Above Bachelor's",43,"Liberal Party","41-60",1,0,0
"18777","Female","Ontario","College",48,"Liberal Party","41-60",1,0,0
"18778","Female","Quebec","Highschool",39,"NDP","21-40",0,0,1
"18779","Female","Alberta","Bachelor's Degree",37,"Conservative Party","21-40",0,1,0
"18780","Male","Ontario","Bachelor's Degree",52,"Other Party","41-60",0,0,0
"18781","Female","Manitoba","Bachelor's Degree",39,"Other Party","21-40",0,0,0
"18782","Female","British Columbia","Highschool",56,"Conservative Party","41-60",0,1,0
"18783","Male","Ontario","Highschool",29,"Conservative Party","21-40",0,1,0
"18784","Female","Quebec","Less than highschool",22,"Bloc Quebecois","21-40",0,0,0
"18785","Male","Ontario","Bachelor's Degree",55,"Liberal Party","41-60",1,0,0
"18786","Male","British Columbia","Bachelor's Degree",60,"NDP","41-60",0,0,1
"18787","Male","Ontario","College",62,"Conservative Party","61-80",0,1,0
"18788","Male","Ontario","Highschool",41,"Conservative Party","41-60",0,1,0
"18789","Male","Ontario","Above Bachelor's",30,"NDP","21-40",0,0,1
"18790","Female","Ontario","Above Bachelor's",53,"Liberal Party","41-60",1,0,0
"18791","Female","Ontario","Less than highschool",45,"Conservative Party","41-60",0,1,0
"18792","Female","British Columbia","Bachelor's Degree",55,"Other Party","41-60",0,0,0
"18793","Male","Ontario","Highschool",30,"NDP","21-40",0,0,1
"18794","Female","Ontario","Bachelor's Degree",48,"Liberal Party","41-60",1,0,0
"18795","Female","Ontario","Bachelor's Degree",40,"Other Party","21-40",0,0,0
"18796","Female","Ontario","College",49,"Conservative Party","41-60",0,1,0
"18797","Female","Quebec","Bachelor's Degree",18,"Liberal Party","0-20",1,0,0
"18798","Male","Ontario","College",60,"Conservative Party","41-60",0,1,0
"18799","Female","Ontario","Bachelor's Degree",38,"Green Party","21-40",0,0,0
"18800","Female","Ontario","Highschool",44,"Liberal Party","41-60",1,0,0
"18801","Female","Quebec","Bachelor's Degree",25,"Green Party","21-40",0,0,0
"18802","Female","Ontario","Highschool",35,"Conservative Party","21-40",0,1,0
"18803","Female","Quebec","Bachelor's Degree",50,"Bloc Quebecois","41-60",0,0,0
"18804","Male","British Columbia","Bachelor's Degree",46,"Conservative Party","41-60",0,1,0
"18805","Female","Quebec","Bachelor's Degree",38,"NDP","21-40",0,0,1
"18806","Female","Quebec","Highschool",56,"Green Party","41-60",0,0,0
"18807","Male","Alberta","Bachelor's Degree",31,"NDP","21-40",0,0,1
"18808","Female","Ontario","Above Bachelor's",39,"Liberal Party","21-40",1,0,0
"18809","Female","Ontario","Highschool",19,"Liberal Party","0-20",1,0,0
"18810","Female","Alberta","Bachelor's Degree",52,"Other Party","41-60",0,0,0
"18811","Female","British Columbia","College",68,"NDP","61-80",0,0,1
"18812","Female","Ontario","College",52,"Other Party","41-60",0,0,0
"18813","Female","Quebec","Highschool",65,"Conservative Party","61-80",0,1,0
"18814","Female","Ontario","Bachelor's Degree",64,"NDP","61-80",0,0,1
"18815","Male","Quebec","College",36,"Liberal Party","21-40",1,0,0
"18816","Male","British Columbia","Above Bachelor's",78,"Liberal Party","61-80",1,0,0
"18817","Male","Quebec","Highschool",38,"Liberal Party","21-40",1,0,0
"18818","Male","Quebec","Highschool",67,"Bloc Quebecois","61-80",0,0,0
"18819","Female","Quebec","College",55,"Other Party","41-60",0,0,0
"18820","Male","British Columbia","Bachelor's Degree",31,"Liberal Party","21-40",1,0,0
"18821","Female","Ontario","College",66,"Other Party","61-80",0,0,0
"18822","Female","British Columbia","College",61,"Liberal Party","61-80",1,0,0
"18823","Female","Ontario","Bachelor's Degree",40,"Liberal Party","21-40",1,0,0
"18824","Female","Alberta","Above Bachelor's",48,"NDP","41-60",0,0,1
"18825","Male","British Columbia","College",67,"Liberal Party","61-80",1,0,0
"18826","Female","Ontario","Above Bachelor's",72,"Liberal Party","61-80",1,0,0
